x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,0.09461191296577454,-0.055770039558410645,-0.05723625821576661,0.16992923617362976,-0.17627835273742676,-0.08671063212261743,0.13307276368141174,-0.312497615814209,-0.11280049411163873,0.04746061563491821,-0.370319128036499,-0.1264133605133111,0.1311185657978058,-0.3302552103996277,-0.02926319120035714,0.15790268778800964,-0.4145318865776062,-0.08025480834351129,0.1327243149280548,-0.3081182837486267,-0.10211464790211267,0.11687317490577698,-0.24591493606567383,-0.10429552224979943,0.05941656231880188,-0.35569387674331665,-0.022976346589189234,0.08496108651161194,-0.43407946825027466,-0.0820250439415986,0.07285097241401672,-0.3057037591934204,-0.09739130762920922,0.06553319096565247,-0.2466307282447815,-0.0897709133993203,-0.0067918747663497925,-0.36498987674713135,-0.026854986600142183,0.009722933173179626,-0.4598889946937561,-0.08149395910606927,0.021271154284477234,-0.3323805332183838,-0.0786334800492341,0.021232441067695618,-0.23413288593292236,-0.05714897093878335,-0.07440498471260071,-0.3632023334503174,-0.0354435893665368,-0.07986041903495789,-0.4997197985649109,-0.05695622069345063,-0.07302124798297882,-0.5841886699199677,-0.05675097954974717,-0.06374576687812805,-0.6658598184585571,-0.04907794696794099
0.0,0.0,0.0,0.09728342294692993,-0.04834467172622681,-0.06773140726824067,0.17107918858528137,-0.17172843217849731,-0.10092119572897218,0.13194110989570618,-0.31179922819137573,-0.13041437117595933,0.0431041419506073,-0.37261515855789185,-0.14600229708690904,0.1359466016292572,-0.3307510018348694,-0.028957123665406925,0.1595214307308197,-0.413949191570282,-0.0892634436323192,0.13188228011131287,-0.3064444661140442,-0.11712358592291139,0.11745280027389526,-0.24190014600753784,-0.12121905831833146,0.06247371435165405,-0.3587234616279602,-0.02013763299424909,0.08290055394172668,-0.43628358840942383,-0.09141264556188844,0.07110372185707092,-0.3090232014656067,-0.11260464487810395,0.06717836856842041,-0.24675577878952026,-0.10514326838989518,-0.006288185715675354,-0.36985015869140625,-0.024018781988218052,0.004908934235572815,-0.46080005168914795,-0.0907161578371074,0.014661669731140137,-0.3276834487915039,-0.09310789106626771,0.016840949654579163,-0.2265927791595459,-0.07025275824804567,-0.07505476474761963,-0.36989057064056396,-0.0334353975786712,-0.0771716982126236,-0.5044387578964233,-0.05983603818555139,-0.07146713137626648,-0.5913254916667938,-0.06294542996425889,-0.06272634863853455,-0.6762669682502747,-0.055613257719471676
0.0,0.0,0.0,0.09841124713420868,-0.04986625909805298,-0.06718751284080327,0.17493684589862823,-0.16752713918685913,-0.10191355886655629,0.1388751119375229,-0.30644553899765015,-0.1325829872747022,0.05142375826835632,-0.3654112219810486,-0.14934426042037785,0.13817866146564484,-0.33129435777664185,-0.03351123499470532,0.1684718281030655,-0.41388481855392456,-0.09184742214875996,0.14155025780200958,-0.30606842041015625,-0.11708412560420811,0.12566204369068146,-0.2433571219444275,-0.1198450276513654,0.06528474390506744,-0.35741788148880005,-0.024505599017913937,0.09354247152805328,-0.4319344162940979,-0.09152491631704152,0.08031021058559418,-0.30285054445266724,-0.10964577886062443,0.07449467480182648,-0.24869894981384277,-0.10194382312494099,-0.0019969642162323,-0.3673937916755676,-0.027717512648280263,0.014552026987075806,-0.4555864930152893,-0.09114136042791188,0.024397656321525574,-0.3232499361038208,-0.09184915813403904,0.023804455995559692,-0.2234886884689331,-0.06976578625636876,-0.06977203488349915,-0.3672347664833069,-0.03637940677600682,-0.0727393850684166,-0.5046308636665344,-0.06214248630004704,-0.06643490493297577,-0.5917212963104248,-0.06499802562194645,-0.05790729820728302,-0.6760424971580505,-0.05832187699871838
0.0,0.0,0.0,0.09870712459087372,-0.04878842830657959,-0.06913961184443451,0.1741483062505722,-0.1686629056930542,-0.10377512586535431,0.1357301026582718,-0.3081253170967102,-0.13384302419842697,0.046000733971595764,-0.36384016275405884,-0.14976883393944718,0.13765306770801544,-0.32916581630706787,-0.03189722162903763,0.16942308843135834,-0.41360676288604736,-0.09114054304779984,0.14023564755916595,-0.30653369426727295,-0.1188062698882959,0.12277455627918243,-0.243114173412323,-0.12322569352807022,0.06534446775913239,-0.35684502124786377,-0.022040423874273074,0.09445278346538544,-0.436107873916626,-0.08957497489871002,0.07914121448993683,-0.31135988235473633,-0.11047312331618286,0.07276727259159088,-0.2578531503677368,-0.10454798949183441,-0.002319321036338806,-0.36846083402633667,-0.02472278003813244,0.015983566641807556,-0.45812463760375977,-0.08805262756766297,0.021913781762123108,-0.32578057050704956,-0.0904137687128923,0.01810486614704132,-0.22548437118530273,-0.06920548242749192,-0.07056334614753723,-0.3699127435684204,-0.033111763123883975,-0.0742863118648529,-0.506310224533081,-0.05801358160795189,-0.06829439103603363,-0.5933568477630615,-0.06095532787264801,-0.06002698838710785,-0.6785507202148438,-0.054498963926448596
0.0,0.0,0.0,0.09634318947792053,-0.05255478620529175,-0.06657659591223819,0.1705740988254547,-0.17072176933288574,-0.10124015391852481,0.1339540183544159,-0.3093324303627014,-0.13150595457341296,0.04673163592815399,-0.369081974029541,-0.1481561395623885,0.13890257477760315,-0.33306753635406494,-0.034403938362856934,0.16488555073738098,-0.41586315631866455,-0.09099956185605151,0.13495361804962158,-0.3106091618537903,-0.11661420346285922,0.11843779683113098,-0.24698883295059204,-0.12037980885293109,0.06481990218162537,-0.36076390743255615,-0.024893236840625832,0.08972042798995972,-0.4377284049987793,-0.08901010782506091,0.07303464412689209,-0.30847102403640747,-0.10704890222336871,0.06799367070198059,-0.2533878684043884,-0.10035754323985202,-0.003239080309867859,-0.37208396196365356,-0.02709726759280784,0.01168195903301239,-0.46366357803344727,-0.08650102050091846,0.018139153718948364,-0.3334328532218933,-0.08639464111115558,0.017002880573272705,-0.23277032375335693,-0.06544494212653262,-0.07207456231117249,-0.37135207653045654,-0.03489022285725696,-0.0753505602478981,-0.5093090236186981,-0.058708399096985886,-0.06986302137374878,-0.596397340297699,-0.061086978326102326,-0.060959696769714355,-0.6793570816516876,-0.05491858677055461
0.0,0.0,0.0,0.09741535782814026,-0.050192177295684814,-0.0665093786993225,0.17456531524658203,-0.16957014799118042,-0.10015247538473204,0.13843128085136414,-0.3097302317619324,-0.12946136072065428,0.050146833062171936,-0.36752909421920776,-0.14502665176775054,0.138950914144516,-0.33158236742019653,-0.03272219523574904,0.16877952218055725,-0.41647887229919434,-0.08902129307176665,0.1395566463470459,-0.308882474899292,-0.11428689732935027,0.12257722020149231,-0.24746841192245483,-0.1178648970999916,0.06531375646591187,-0.3600948452949524,-0.023767625538368975,0.09360983967781067,-0.4380982518196106,-0.08808856233741835,0.07805001735687256,-0.30815958976745605,-0.10666440203573302,0.07205286622047424,-0.2553318738937378,-0.10015928521539763,-0.0023859739303588867,-0.37175047397613525,-0.02659487314309672,0.015017986297607422,-0.4630733132362366,-0.08667407706167296,0.023088425397872925,-0.3313171863555908,-0.08703838810112074,0.021315783262252808,-0.23189008235931396,-0.06603338345672682,-0.07078437507152557,-0.3730296492576599,-0.034948007760306155,-0.07380281388759613,-0.5109861195087433,-0.05846328809644774,-0.0669865682721138,-0.5965252816677094,-0.060154435781498705,-0.057528555393218994,-0.679634690284729,-0.05342195704366759
0.0,0.0,0.0,0.09803242981433868,-0.053729474544525146,-0.06270712947895163,0.17370499670505524,-0.1715509295463562,-0.09446747934867972,0.13554523885250092,-0.3093007206916809,-0.12217039948751562,0.047886550426483154,-0.36821436882019043,-0.13679238742639654,0.13805387914180756,-0.32966262102127075,-0.03169683328320616,0.1660161167383194,-0.41290754079818726,-0.08774944728662604,0.13526250422000885,-0.307414174079895,-0.11342578715135687,0.11748252809047699,-0.2455226182937622,-0.1173058185582363,0.06484435498714447,-0.3576579689979553,-0.023632019371291335,0.09035946428775787,-0.43527287244796753,-0.08897257930090063,0.07491706311702728,-0.3076239228248596,-0.10831684207965964,0.06832025945186615,-0.24657922983169556,-0.102031286418935,-0.003082960844039917,-0.3695213794708252,-0.0267051752512657,0.012400463223457336,-0.4601711630821228,-0.087499577165147,0.02120029926300049,-0.3308628797531128,-0.08878370708276861,0.02127625048160553,-0.23083603382110596,-0.06808833366682165,-0.07219584286212921,-0.370421826839447,-0.034679431081315215,-0.0759020522236824,-0.5071850419044495,-0.05881833991458052,-0.06956079602241516,-0.5924267768859863,-0.06082595846106642,-0.059901490807533264,-0.6746253669261932,-0.05400244107892149
0.0,0.0,0.0,0.09840284287929535,-0.04857516288757324,-0.0661833976484445,0.17639364302158356,-0.168071448802948,-0.0989662875510362,0.13962005078792572,-0.3085748553276062,-0.12710961895953687,0.051332712173461914,-0.3657098412513733,-0.14166432815562757,0.1438284069299698,-0.3317415118217468,-0.03252864825498136,0.16749994456768036,-0.41593241691589355,-0.08862534361850294,0.13749773800373077,-0.30948561429977417,-0.11345492499839338,0.12111453711986542,-0.24619638919830322,-0.1161111165858415,0.06955848634243011,-0.3604539632797241,-0.022805674103608453,0.09100233018398285,-0.4372321367263794,-0.08772717612754377,0.07528267800807953,-0.3090366721153259,-0.10624637651216062,0.07010789215564728,-0.24999701976776123,-0.09884246635209593,0.0010520368814468384,-0.3723872900009155,-0.024679398266187036,0.014254346489906311,-0.46063125133514404,-0.08545141863595518,0.02061961591243744,-0.3301404118537903,-0.08630667823325666,0.01953350007534027,-0.2295985221862793,-0.06474779742728742,-0.06828565150499344,-0.3734734058380127,-0.031799299744477594,-0.07150253653526306,-0.5111018121242523,-0.055225147036424005,-0.0654294565320015,-0.5960746109485626,-0.056373624233117425,-0.05563078820705414,-0.6772891283035278,-0.048556448993792856
0.0,0.0,0.0,0.09773316979408264,-0.05294734239578247,-0.06650555370453048,0.17308494448661804,-0.17216485738754272,-0.10086377201679397,0.1360788643360138,-0.311321496963501,-0.13051270930174041,0.04706047475337982,-0.36607426404953003,-0.14652159301641632,0.1346452236175537,-0.3355399966239929,-0.03307547284367729,0.16819065809249878,-0.41838181018829346,-0.08996624736192871,0.1388002634048462,-0.3123551607131958,-0.11669564483764816,0.12004587054252625,-0.2500755190849304,-0.1209975653708284,0.06199771165847778,-0.36277860403060913,-0.023481304329664,0.09379890561103821,-0.44037187099456787,-0.08785212276580978,0.0791202187538147,-0.31324994564056396,-0.10730648277404953,0.07176172733306885,-0.2578088641166687,-0.1014147201001947,-0.004991963505744934,-0.37414228916168213,-0.025570612904459722,0.016417399048805237,-0.46582353115081787,-0.08478696880939651,0.024601444602012634,-0.33476537466049194,-0.08558054504993606,0.0206662118434906,-0.2346254587173462,-0.06501832095983673,-0.07234428822994232,-0.37481504678726196,-0.0331350253343885,-0.07569083571434021,-0.5131632089614868,-0.05517933381798912,-0.06799114495515823,-0.5981504321098328,-0.056289939713508375,-0.058188825845718384,-0.681018203496933,-0.04939188672307182
0.0,0.0,0.0,0.0973333865404129,-0.053401052951812744,-0.061527926589008075,0.1717015653848648,-0.17532193660736084,-0.09287543978786061,0.13375826179981232,-0.313811719417572,-0.12058837350701879,0.04826118052005768,-0.3771049380302429,-0.13499440636729787,0.13589252531528473,-0.3346084952354431,-0.03134933125471662,0.16448138654232025,-0.41832274198532104,-0.08699015911912511,0.13387776911258698,-0.31158125400543213,-0.11166614678000997,0.11699999868869781,-0.24866223335266113,-0.11512313422059606,0.06218801438808441,-0.3621349334716797,-0.02430145640170167,0.08952321112155914,-0.4394569396972656,-0.08882835891341756,0.07427974045276642,-0.30978983640670776,-0.10719216998910497,0.06845264136791229,-0.25248801708221436,-0.10068790253495763,-0.005330368876457214,-0.3716251850128174,-0.028364040071721774,0.010134026408195496,-0.4637909531593323,-0.08865463372563909,0.01973065733909607,-0.33279162645339966,-0.0889251494059522,0.020809993147850037,-0.23243403434753418,-0.06804515805339406,-0.07322804629802704,-0.3697807192802429,-0.03736514609551023,-0.07595665752887726,-0.5087944567203522,-0.062245477105136615,-0.0699877142906189,-0.5943109095096588,-0.06466862943267415,-0.06079237163066864,-0.6767045855522156,-0.05833584826683591
